pm_id,p_id,metric_name,metric_value
154,154,Passing / Kicking,67
154,154,Dribbling / Reflexes,79
154,154,Defense / Speed,42
154,154,Physical / Positioning,77
155,155,Pace / Diving,84
155,155,Shooting / Handling,89
155,155,Passing / Kicking,69
155,155,Dribbling / Reflexes,83
155,155,Defense / Speed,43
155,155,Physical / Positioning,78
156,156,Pace / Diving,85
156,156,Shooting / Handling,88
156,156,Passing / Kicking,85
156,156,Dribbling / Reflexes,89
156,156,Defense / Speed,41
156,156,Physical / Positioning,63
157,157,Pace / Diving,86
157,157,Shooting / Handling,79
157,157,Passing / Kicking,84
157,157,Dribbling / Reflexes,86
157,157,Defense / Speed,38
157,157,Physical / Positioning,64
158,158,Pace / Diving,77
158,158,Shooting / Handling,73
158,158,Passing / Kicking,80
158,158,Dribbling / Reflexes,77
158,158,Defense / Speed,87
158,158,Physical / Positioning,86
159,159,Pace / Diving,78
159,159,Shooting / Handling,48
159,159,Passing / Kicking,62
159,159,Dribbling / Reflexes,62
159,159,Defense / Speed,90
159,159,Physical / Positioning,89
160,160,Pace / Diving,71
160,160,Shooting / Handling,77
160,160,Passing / Kicking,86
160,160,Dribbling / Reflexes,78
160,160,Defense / Speed,82
160,160,Physical / Positioning,80
161,161,Pace / Diving,77
161,161,Shooting / Handling,77
161,161,Passing / Kicking,79
161,161,Dribbling / Reflexes,76
161,161,Defense / Speed,85
161,161,Physical / Positioning,87
162,162,Pace / Diving,88
162,162,Shooting / Handling,84
162,162,Passing / Kicking,86
162,162,Dribbling / Reflexes,90
162,162,Defense / Speed,51
162,162,Physical / Positioning,72
163,163,Pace / Diving,83
163,163,Shooting / Handling,80
163,163,Passing / Kicking,87
163,163,Dribbling / Reflexes,85
163,163,Defense / Speed,43
163,163,Physical / Positioning,76
164,164,Pace / Diving,86
164,164,Shooting / Handling,63
164,164,Passing / Kicking,65
164,164,Dribbling / Reflexes,68
164,164,Defense / Speed,90
164,164,Physical / Positioning,87
165,165,Pace / Diving,78
165,165,Shooting / Handling,83
165,165,Passing / Kicking,86
165,165,Dribbling / Reflexes,84
165,165,Defense / Speed,80
165,165,Physical / Positioning,89
166,166,Pace / Diving,80
166,166,Shooting / Handling,85
166,166,Passing / Kicking,81
166,166,Dribbling / Reflexes,87
166,166,Defense / Speed,34
166,166,Physical / Positioning,74
167,167,Pace / Diving,82
167,167,Shooting / Handling,81
167,167,Passing / Kicking,85
167,167,Dribbling / Reflexes,86
167,167,Defense / Speed,80
167,167,Physical / Positioning,82
168,168,Pace / Diving,93
168,168,Shooting / Handling,83
168,168,Passing / Kicking,81
168,168,Dribbling / Reflexes,90
168,168,Defense / Speed,84
168,168,Physical / Positioning,80
169,169,Pace / Diving,85
169,169,Shooting / Handling,84
169,169,Passing / Kicking,85
169,169,Dribbling / Reflexes,86
169,169,Defense / Speed,62
169,169,Physical / Positioning,65
170,170,Pace / Diving,87
170,170,Shooting / Handling,88
170,170,Passing / Kicking,83
170,170,Dribbling / Reflexes,90
170,170,Defense / Speed,59
170,170,Physical / Positioning,69
171,171,Pace / Diving,90
171,171,Shooting / Handling,85
171,171,Passing / Kicking,88
171,171,Dribbling / Reflexes,88
171,171,Defense / Speed,52
171,171,Physical / Positioning,69
172,172,Pace / Diving,89
172,172,Shooting / Handling,77
172,172,Passing / Kicking,84
172,172,Dribbling / Reflexes,87
172,172,Defense / Speed,46
172,172,Physical / Positioning,77
173,173,Pace / Diving,89
173,173,Shooting / Handling,87
173,173,Passing / Kicking,83
173,173,Dribbling / Reflexes,90
173,173,Defense / Speed,48
173,173,Physical / Positioning,81
174,174,Pace / Diving,82
174,174,Shooting / Handling,82
174,174,Passing / Kicking,87
174,174,Dribbling / Reflexes,90
174,174,Defense / Speed,78
174,174,Physical / Positioning,85
175,175,Pace / Diving,80
175,175,Shooting / Handling,84
175,175,Passing / Kicking,91
175,175,Dribbling / Reflexes,83
175,175,Defense / Speed,70
175,175,Physical / Positioning,74
176,176,Pace / Diving,82
176,176,Shooting / Handling,74
176,176,Passing / Kicking,87
176,176,Dribbling / Reflexes,85
176,176,Defense / Speed,82
176,176,Physical / Positioning,73
177,177,Pace / Diving,70
177,177,Shooting / Handling,66
177,177,Passing / Kicking,75
177,177,Dribbling / Reflexes,81
177,177,Defense / Speed,86
177,177,Physical / Positioning,79
178,178,Pace / Diving,93
178,178,Shooting / Handling,84
178,178,Passing / Kicking,80
178,178,Dribbling / Reflexes,90
178,178,Defense / Speed,38
178,178,Physical / Positioning,78
179,179,Pace / Diving,82
179,179,Shooting / Handling,86
179,179,Passing / Kicking,86
179,179,Dribbling / Reflexes,88
179,179,Defense / Speed,47
179,179,Physical / Positioning,55
180,180,Pace / Diving,86
180,180,Shooting / Handling,82
180,180,Passing / Kicking,82
180,180,Dribbling / Reflexes,88
180,180,Defense / Speed,42
180,180,Physical / Positioning,72
181,181,Pace / Diving,77
181,181,Shooting / Handling,77
181,181,Passing / Kicking,80
181,181,Dribbling / Reflexes,86
181,181,Defense / Speed,79
181,181,Physical / Positioning,83
182,182,Pace / Diving,76
182,182,Shooting / Handling,75
182,182,Passing / Kicking,79
182,182,Dribbling / Reflexes,85
182,182,Defense / Speed,78
182,182,Physical / Positioning,82
183,183,Pace / Diving,76
183,183,Shooting / Handling,69
183,183,Passing / Kicking,90
183,183,Dribbling / Reflexes,79
183,183,Defense / Speed,80
183,183,Physical / Positioning,73
184,184,Pace / Diving,82
184,184,Shooting / Handling,81
184,184,Passing / Kicking,83
184,184,Dribbling / Reflexes,88
184,184,Defense / Speed,62
184,184,Physical / Positioning,67
185,185,Pace / Diving,80
185,185,Shooting / Handling,61
185,185,Passing / Kicking,82
185,185,Dribbling / Reflexes,81
185,185,Defense / Speed,81
185,185,Physical / Positioning,77
186,186,Pace / Diving,84
186,186,Shooting / Handling,74
186,186,Passing / Kicking,81
186,186,Dribbling / Reflexes,81
186,186,Defense / Speed,82
186,186,Physical / Positioning,84
187,187,Pace / Diving,77
187,187,Shooting / Handling,88
187,187,Passing / Kicking,75
187,187,Dribbling / Reflexes,80
187,187,Defense / Speed,34
187,187,Physical / Positioning,74
188,188,Pace / Diving,85
188,188,Shooting / Handling,81
188,188,Passing / Kicking,79
188,188,Dribbling / Reflexes,87
188,188,Defense / Speed,60
188,188,Physical / Positioning,70
189,189,Pace / Diving,51
189,189,Shooting / Handling,80
189,189,Passing / Kicking,90
189,189,Dribbling / Reflexes,81
189,189,Defense / Speed,70
189,189,Physical / Positioning,71
190,190,Pace / Diving,85
190,190,Shooting / Handling,50
190,190,Passing / Kicking,69
190,190,Dribbling / Reflexes,71
190,190,Defense / Speed,86
190,190,Physical / Positioning,82
191,191,Pace / Diving,79
191,191,Shooting / Handling,51
191,191,Passing / Kicking,65
191,191,Dribbling / Reflexes,62
191,191,Defense / Speed,86
191,191,Physical / Positioning,84
192,192,Pace / Diving,81
192,192,Shooting / Handling,73
192,192,Passing / Kicking,85
192,192,Dribbling / Reflexes,84
192,192,Defense / Speed,80
192,192,Physical / Positioning,72
193,193,Pace / Diving,78
193,193,Shooting / Handling,69
193,193,Passing / Kicking,82
193,193,Dribbling / Reflexes,88
193,193,Defense / Speed,70
193,193,Physical / Positioning,74
194,194,Pace / Diving,62
194,194,Shooting / Handling,81
194,194,Passing / Kicking,84
194,194,Dribbling / Reflexes,86
194,194,Defense / Speed,72
194,194,Physical / Positioning,73
195,195,Pace / Diving,49
195,195,Shooting / Handling,83
195,195,Passing / Kicking,90
195,195,Dribbling / Reflexes,80
195,195,Defense / Speed,73
195,195,Physical / Positioning,69
196,196,Pace / Diving,69
196,196,Shooting / Handling,65
196,196,Passing / Kicking,73
196,196,Dribbling / Reflexes,80
196,196,Defense / Speed,85
196,196,Physical / Positioning,77
197,197,Pace / Diving,85
197,197,Shooting / Handling,83
197,197,Passing / Kicking,79
197,197,Dribbling / Reflexes,87
197,197,Defense / Speed,44
197,197,Physical / Positioning,74
198,198,Pace / Diving,68
198,198,Shooting / Handling,80
198,198,Passing / Kicking,82
198,198,Dribbling / Reflexes,82
198,198,Defense / Speed,79
198,198,Physical / Positioning,86
199,199,Pace / Diving,79
199,199,Shooting / Handling,81
199,199,Passing / Kicking,81
199,199,Dribbling / Reflexes,89
199,199,Defense / Speed,38
199,199,Physical / Positioning,60
200,200,Pace / Diving,66
200,200,Shooting / Handling,61
200,200,Passing / Kicking,64
200,200,Dribbling / Reflexes,68
200,200,Defense / Speed,85
200,200,Physical / Positioning,86
201,201,Pace / Diving,85
201,201,Shooting / Handling,75
201,201,Passing / Kicking,76
201,201,Dribbling / Reflexes,91
201,201,Defense / Speed,63
201,201,Physical / Positioning,61
202,202,Pace / Diving,93
202,202,Shooting / Handling,77
202,202,Passing / Kicking,81
202,202,Dribbling / Reflexes,87
202,202,Defense / Speed,36
202,202,Physical / Positioning,57
203,203,Pace / Diving,93
203,203,Shooting / Handling,80
203,203,Passing / Kicking,75
203,203,Dribbling / Reflexes,87
203,203,Defense / Speed,27
203,203,Physical / Positioning,76
204,204,Pace / Diving,78
204,204,Shooting / Handling,78
204,204,Passing / Kicking,82
204,204,Dribbling / Reflexes,85
204,204,Defense / Speed,78
204,204,Physical / Positioning,80
205,205,Pace / Diving,84
205,205,Shooting / Handling,80
205,205,Passing / Kicking,81
205,205,Dribbling / Reflexes,87
205,205,Defense / Speed,41
205,205,Physical / Positioning,71
206,206,Pace / Diving,86
206,206,Shooting / Handling,83
206,206,Passing / Kicking,73
206,206,Dribbling / Reflexes,87
206,206,Defense / Speed,49
206,206,Physical / Positioning,86
207,207,Pace / Diving,80
207,207,Shooting / Handling,85
207,207,Passing / Kicking,85
207,207,Dribbling / Reflexes,90
207,207,Defense / Speed,40
207,207,Physical / Positioning,60
208,208,Pace / Diving,57
208,208,Shooting / Handling,61
208,208,Passing / Kicking,87
208,208,Dribbling / Reflexes,91
208,208,Defense / Speed,79
208,208,Physical / Positioning,66
209,209,Pace / Diving,75
209,209,Shooting / Handling,81
209,209,Passing / Kicking,86
209,209,Dribbling / Reflexes,81
209,209,Defense / Speed,73
209,209,Physical / Positioning,81
210,210,Pace / Diving,87
210,210,Shooting / Handling,65
210,210,Passing / Kicking,79
210,210,Dribbling / Reflexes,80
210,210,Defense / Speed,84
210,210,Physical / Positioning,77
211,211,Pace / Diving,82
211,211,Shooting / Handling,73
211,211,Passing / Kicking,77
211,211,Dribbling / Reflexes,78
211,211,Defense / Speed,85
211,211,Physical / Positioning,86
212,212,Pace / Diving,87
212,212,Shooting / Handling,86
212,212,Passing / Kicking,73
212,212,Dribbling / Reflexes,82
212,212,Defense / Speed,45
212,212,Physical / Positioning,71
213,213,Pace / Diving,86
213,213,Shooting / Handling,86
213,213,Passing / Kicking,70
213,213,Dribbling / Reflexes,85
213,213,Defense / Speed,36
213,213,Physical / Positioning,70
214,214,Pace / Diving,81
214,214,Shooting / Handling,45
214,214,Passing / Kicking,60
214,214,Dribbling / Reflexes,58
214,214,Defense / Speed,87
214,214,Physical / Positioning,88
215,215,Pace / Diving,72
215,215,Shooting / Handling,69
215,215,Passing / Kicking,82
215,215,Dribbling / Reflexes,78
215,215,Defense / Speed,84
215,215,Physical / Positioning,87
216,216,Pace / Diving,73
216,216,Shooting / Handling,62
216,216,Passing / Kicking,69
216,216,Dribbling / Reflexes,70
216,216,Defense / Speed,88
216,216,Physical / Positioning,87
217,217,Pace / Diving,87
217,217,Shooting / Handling,69
217,217,Passing / Kicking,80
217,217,Dribbling / Reflexes,81
217,217,Defense / Speed,84
217,217,Physical / Positioning,82
218,218,Pace / Diving,89
218,218,Shooting / Handling,85
218,218,Passing / Kicking,71
218,218,Dribbling / Reflexes,86
218,218,Defense / Speed,45
218,218,Physical / Positioning,67
219,219,Pace / Diving,87
219,219,Shooting / Handling,88
219,219,Passing / Kicking,76
219,219,Dribbling / Reflexes,88
219,219,Defense / Speed,45
219,219,Physical / Positioning,76
220,220,Pace / Diving,88
220,220,Shooting / Handling,83
220,220,Passing / Kicking,81
220,220,Dribbling / Reflexes,85
220,220,Defense / Speed,49
220,220,Physical / Positioning,58
221,221,Pace / Diving,85
221,221,Shooting / Handling,88
221,221,Passing / Kicking,75
221,221,Dribbling / Reflexes,84
221,221,Defense / Speed,45
221,221,Physical / Positioning,66
222,222,Pace / Diving,79
222,222,Shooting / Handling,85
222,222,Passing / Kicking,81
222,222,Dribbling / Reflexes,87
222,222,Defense / Speed,40
222,222,Physical / Positioning,75
223,223,Pace / Diving,87
223,223,Shooting / Handling,81
223,223,Passing / Kicking,82
223,223,Dribbling / Reflexes,86
223,223,Defense / Speed,45
223,223,Physical / Positioning,77
224,224,Pace / Diving,89
224,224,Shooting / Handling,86
224,224,Passing / Kicking,81
224,224,Dribbling / Reflexes,85
224,224,Defense / Speed,46
224,224,Physical / Positioning,70
225,225,Pace / Diving,78
225,225,Shooting / Handling,83
225,225,Passing / Kicking,86
225,225,Dribbling / Reflexes,88
225,225,Defense / Speed,62
225,225,Physical / Positioning,77
226,226,Pace / Diving,83
226,226,Shooting / Handling,81
226,226,Passing / Kicking,86
226,226,Dribbling / Reflexes,88
226,226,Defense / Speed,57
226,226,Physical / Positioning,69
227,227,Pace / Diving,84
227,227,Shooting / Handling,88
227,227,Passing / Kicking,80
227,227,Dribbling / Reflexes,83
227,227,Defense / Speed,70
227,227,Physical / Positioning,82
228,228,Pace / Diving,84
228,228,Shooting / Handling,76
228,228,Passing / Kicking,81
228,228,Dribbling / Reflexes,79
228,228,Defense / Speed,85
228,228,Physical / Positioning,80
229,229,Pace / Diving,89
229,229,Shooting / Handling,89
229,229,Passing / Kicking,80
229,229,Dribbling / Reflexes,88
229,229,Defense / Speed,55
229,229,Physical / Positioning,70
230,230,Pace / Diving,86
230,230,Shooting / Handling,83
230,230,Passing / Kicking,78
230,230,Dribbling / Reflexes,90
230,230,Defense / Speed,60
230,230,Physical / Positioning,85
231,231,Pace / Diving,80
231,231,Shooting / Handling,55
231,231,Passing / Kicking,69
231,231,Dribbling / Reflexes,72
231,231,Defense / Speed,89
231,231,Physical / Positioning,80
232,232,Pace / Diving,88
232,232,Shooting / Handling,86
232,232,Passing / Kicking,75
232,232,Dribbling / Reflexes,83
232,232,Defense / Speed,44
232,232,Physical / Positioning,71
233,233,Pace / Diving,88
233,233,Shooting / Handling,78
233,233,Passing / Kicking,80
233,233,Dribbling / Reflexes,81
233,233,Defense / Speed,84
233,233,Physical / Positioning,83
234,234,Pace / Diving,85
234,234,Shooting / Handling,80
234,234,Passing / Kicking,83
234,234,Dribbling / Reflexes,85
234,234,Defense / Speed,78
234,234,Physical / Positioning,81
235,235,Pace / Diving,91
235,235,Shooting / Handling,85
235,235,Passing / Kicking,80
235,235,Dribbling / Reflexes,90
235,235,Defense / Speed,41
235,235,Physical / Positioning,83
236,236,Pace / Diving,83
236,236,Shooting / Handling,81
236,236,Passing / Kicking,81
236,236,Dribbling / Reflexes,80
236,236,Defense / Speed,81
236,236,Physical / Positioning,86
237,237,Pace / Diving,81
237,237,Shooting / Handling,73
237,237,Passing / Kicking,85
237,237,Dribbling / Reflexes,84
237,237,Defense / Speed,80
237,237,Physical / Positioning,72
238,238,Pace / Diving,75
238,238,Shooting / Handling,84
238,238,Passing / Kicking,88
238,238,Dribbling / Reflexes,88
238,238,Defense / Speed,57
238,238,Physical / Positioning,66
239,239,Pace / Diving,70
239,239,Shooting / Handling,66
239,239,Passing / Kicking,87
239,239,Dribbling / Reflexes,80
239,239,Defense / Speed,84
239,239,Physical / Positioning,73
240,240,Pace / Diving,80
240,240,Shooting / Handling,80
240,240,Passing / Kicking,86
240,240,Dribbling / Reflexes,84
240,240,Defense / Speed,77
240,240,Physical / Positioning,85
241,241,Pace / Diving,76
241,241,Shooting / Handling,80
241,241,Passing / Kicking,84
241,241,Dribbling / Reflexes,86
241,241,Defense / Speed,82
241,241,Physical / Positioning,84
242,242,Pace / Diving,90
242,242,Shooting / Handling,71
242,242,Passing / Kicking,85
242,242,Dribbling / Reflexes,86
242,242,Defense / Speed,80
242,242,Physical / Positioning,75
243,243,Pace / Diving,81
243,243,Shooting / Handling,79
243,243,Passing / Kicking,82
243,243,Dribbling / Reflexes,88
243,243,Defense / Speed,57
243,243,Physical / Positioning,60
244,244,Pace / Diving,83
244,244,Shooting / Handling,83
244,244,Passing / Kicking,82
244,244,Dribbling / Reflexes,85
244,244,Defense / Speed,58
244,244,Physical / Positioning,84
245,245,Pace / Diving,76
245,245,Shooting / Handling,76
245,245,Passing / Kicking,84
245,245,Dribbling / Reflexes,88
245,245,Defense / Speed,53
245,245,Physical / Positioning,73
246,246,Pace / Diving,82
246,246,Shooting / Handling,82
246,246,Passing / Kicking,75
246,246,Dribbling / Reflexes,85
246,246,Defense / Speed,57
246,246,Physical / Positioning,77
247,247,Pace / Diving,71
247,247,Shooting / Handling,65
247,247,Passing / Kicking,75
247,247,Dribbling / Reflexes,77
247,247,Defense / Speed,83
247,247,Physical / Positioning,83
248,248,Pace / Diving,68
248,248,Shooting / Handling,65
248,248,Passing / Kicking,86
248,248,Dribbling / Reflexes,79
248,248,Defense / Speed,82
248,248,Physical / Positioning,72
249,249,Pace / Diving,90
249,249,Shooting / Handling,86
249,249,Passing / Kicking,78
249,249,Dribbling / Reflexes,84
249,249,Defense / Speed,42
249,249,Physical / Positioning,74
250,250,Pace / Diving,72
250,250,Shooting / Handling,52
250,250,Passing / Kicking,75
250,250,Dribbling / Reflexes,77
250,250,Defense / Speed,85
250,250,Physical / Positioning,77
251,251,Pace / Diving,83
251,251,Shooting / Handling,80
251,251,Passing / Kicking,88
251,251,Dribbling / Reflexes,85
251,251,Defense / Speed,61
251,251,Physical / Positioning,84
252,252,Pace / Diving,84
252,252,Shooting / Handling,45
252,252,Passing / Kicking,68
252,252,Dribbling / Reflexes,75
252,252,Defense / Speed,86
252,252,Physical / Positioning,80
253,253,Pace / Diving,75
253,253,Shooting / Handling,74
253,253,Passing / Kicking,83
253,253,Dribbling / Reflexes,83
253,253,Defense / Speed,81
253,253,Physical / Positioning,84
254,254,Pace / Diving,81
254,254,Shooting / Handling,85
254,254,Passing / Kicking,79
254,254,Dribbling / Reflexes,86
254,254,Defense / Speed,35
254,254,Physical / Positioning,64
255,255,Pace / Diving,79
255,255,Shooting / Handling,71
255,255,Passing / Kicking,83
255,255,Dribbling / Reflexes,80
255,255,Defense / Speed,85
255,255,Physical / Positioning,77
256,256,Pace / Diving,82
256,256,Shooting / Handling,54
256,256,Passing / Kicking,71
256,256,Dribbling / Reflexes,66
256,256,Defense / Speed,84
256,256,Physical / Positioning,86
257,257,Pace / Diving,88
257,257,Shooting / Handling,81
257,257,Passing / Kicking,79
257,257,Dribbling / Reflexes,86
257,257,Defense / Speed,31
257,257,Physical / Positioning,62
258,258,Pace / Diving,61
258,258,Shooting / Handling,50
258,258,Passing / Kicking,73
258,258,Dribbling / Reflexes,69
258,258,Defense / Speed,86
258,258,Physical / Positioning,78
259,259,Pace / Diving,82
259,259,Shooting / Handling,83
259,259,Passing / Kicking,79
259,259,Dribbling / Reflexes,87
259,259,Defense / Speed,38
259,259,Physical / Positioning,84
260,260,Pace / Diving,89
260,260,Shooting / Handling,76
260,260,Passing / Kicking,79
260,260,Dribbling / Reflexes,87
260,260,Defense / Speed,30
260,260,Physical / Positioning,62
