p_name,p_club,p_nation,p_league,p_rating,p_position,Alternate_Positions,Card_Version,Run_Style,Price,Price_Variation,Skills_Star,Weak_Foot_Star,Attack_Workrate,Defense_Workrate,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defense / Speed,Physical / Positioning,Height,Popularity,Base_Stats,Ingame_Stats
Mike Maignan,Milan,France,Serie A TIM,87,GK,0,normal,Controlled Lengthy,30750.0,3.36%,1,4,M,M,85,82,87,89,51,85,"191cm | 6'3""",111,479,1160
Paulo Dybala,Roma FC,Argentina,Serie A TIM,87,ST,"CAM,CF",IF,Mostly Explosive,99500.0,0.50%,4,3,H,L,82,87,86,91,41,61,"177cm | 5'10""",429,448,2206
Ian Wright,EA FC ICONS,England,Icons,87,ST,CF,Icon,Controlled Explosive,150000.0,1.96%,3,4,M,M,88,89,69,81,40,76,"175cm | 5'9""",33,443,2123
Clarence Seedorf,EA FC ICONS,Holland,Icons,87,CAM,"RM,LM",Icon,Controlled,175000.0,6.42%,4,4,M,M,79,84,87,85,66,79,"176cm | 5'9""",28,480,2313
Michael Ballack,EA FC ICONS,Germany,Icons,87,CM,CAM,Icon,Mostly Lengthy,396000.0,2.94%,4,4,M,H,81,87,85,81,78,83,"188cm | 6'2""",47,495,2360
Fernando Torres,EA FC ICONS,Spain,Icons,87,ST,CF,Icon,Controlled,824000.0,4.41%,4,4,H,M,89,87,75,85,43,75,"186cm | 6'1""",71,454,2171
Davor Šuker,EA FC ICONS,Croatia,Icons,87,ST,CF,Icon,Controlled,161000.0,2.42%,4,4,H,M,83,89,79,88,43,75,"183cm | 6'0""",41,457,2237
Patrick Kluivert,EA FC ICONS,Holland,Icons,87,ST,CF,Icon,Controlled Lengthy,116000.0,6.45%,4,4,H,L,84,86,76,81,40,79,"188cm | 6'2""",13,446,2151
Claude Makélélé,EA FC ICONS,France,Icons,87,CDM,"RM,CM",Icon,Controlled,580000.0,2.19%,3,3,L,H,81,48,76,78,86,86,"174cm | 5'9""",27,455,2111
John Barnes,EA FC ICONS,England,Icons,87,LW,"LM,CAM",Icon,Controlled,400000.0,4.53%,4,4,H,M,89,85,83,89,44,83,"182cm | 6'0""",42,473,2232
Frank Lampard,EA FC ICONS,England,Icons,87,CM,"CDM,CAM",Icon,Controlled Lengthy,212000.0,4.50%,3,4,H,M,77,88,86,84,71,80,"184cm | 6'0""",29,486,2339
David Trezeguet,EA FC ICONS,France,Icons,87,ST,CF,Icon,Controlled Lengthy,104000.0,2.80%,4,4,M,L,82,88,67,79,42,77,"187cm | 6'2""",9,435,2071
Ian Rush,EA FC ICONS,Wales,Icons,87,ST,CF,Icon,Controlled,99000.0,2.94%,3,4,H,M,84,89,69,83,43,78,"180cm | 5'11""",30,446,2153
Gianfranco Zola,EA FC ICONS,Italy,Icons,87,CF,ST,Icon,Explosive,400000.0,9.71%,4,4,H,M,85,88,85,89,41,63,"168cm | 5'6""",41,451,2177
Robert Pirès,EA FC ICONS,France,Icons,87,LM,"RM,CAM,LW",Icon,Controlled,199000.0,1.00%,4,4,M,M,86,79,84,86,38,64,"187cm | 6'2""",26,437,2105
Frank Rijkaard,EA FC ICONS,Holland,Icons,87,CDM,"CB,CM",Icon,Mostly Lengthy,430000.0,2.38%,3,4,M,M,77,73,80,77,87,86,"187cm | 6'2""",28,480,2260
Nemanja Vidić,EA FC ICONS,Serbia,Icons,87,CB,0,Icon,Lengthy,380000.0,3.06%,2,3,M,H,78,48,62,62,90,89,"190cm | 6'3""",42,429,2017
Xabi Alonso,EA FC ICONS,Spain,Icons,87,CDM,CM,Icon,Mostly Lengthy,160000.0,4.76%,3,4,H,H,71,77,86,78,82,80,"183cm | 6'0""",23,474,2298
Emmanuel Petit,EA FC ICONS,France,Icons,87,CDM,"LB,CM",Icon,Controlled Lengthy,488000.0,3.39%,3,3,H,H,77,77,79,76,85,87,"185cm | 6'1""",27,481,2296
Joe Cole,HERO,England,Premier League,87,RW,"RM,CAM,LW",Hero,Mostly Explosive,330000.0,1.79%,4,4,H,M,88,84,86,90,51,72,"176cm | 5'9""",61,471,2247
Rui Manuel César Costa,HERO,Portugal,Serie A TIM,87,CAM,0,Hero,Controlled Explosive,88000.0,1.73%,4,4,M,M,83,80,87,85,43,76,"180cm | 5'11""",43,454,2206
Iván Córdoba,HERO,Colombia,Serie A TIM,87,CB,0,Hero,Controlled,473000.0,0.85%,2,3,L,H,86,63,65,68,90,87,"173cm | 5'8""",29,459,2186
Yaya Touré,HERO,Côte d'Ivoire,Premier League,87,CDM,"CM,CAM",Hero,Mostly Lengthy,1290000.0,0.85%,4,4,M,M,78,83,86,84,80,89,"188cm | 6'2""",52,500,2386
Dimitar Berbatov,HERO,Bulgaria,Premier League,87,ST,CF,Hero,Controlled,115000.0,1.71%,4,3,M,L,80,85,81,87,34,74,"189cm | 6'2""",144,441,2149
Claudio Marchisio,HERO,Italy,Serie A TIM,87,CM,"CDM,LM",Hero,Controlled,685000.0,4.86%,4,4,H,H,82,81,85,86,80,82,"180cm | 5'11""",53,496,2374
Jorge Campos,HERO,Mexico,MLS,87,GK,0,Hero,Explosive,85500.0,4.86%,3,4,M,M,93,83,81,90,84,80,"170cm | 5'7""",12,511,1986
Hidetoshi Nakata,HERO,Japan,Serie A TIM,87,CAM,CM,Hero,Mostly Explosive,106000.0,7.83%,4,4,M,M,85,84,85,86,62,65,"175cm | 5'9""",65,467,2289
Tomas Brolin,HERO,Sweden,Serie A TIM,87,ST,"CAM,CF,RW",Hero,Mostly Explosive,248000.0,7.83%,4,3,H,H,87,88,83,90,59,69,"176cm | 5'9""",59,476,2319
Harry Kewell,HERO,Australia,Premier League,87,LW,"LM,CAM",Hero,Mostly Explosive,301000.0,2.90%,4,3,M,M,90,85,88,88,52,69,"180cm | 5'11""",46,472,2269
Steve McManaman,HERO,England,Premier League,87,RM,"LM,CAM,RW",Hero,Controlled,145000.0,2.11%,4,4,H,M,89,77,84,87,46,77,"183cm | 6'0""",86,460,2183
Matheus Cunha,Wolves,Brazil,Premier League,87,ST,"LM,CAM,CF",Objectives,Controlled,0.0,0,4,4,H,H,89,87,83,90,48,81,"184cm | 6'0""",347,478,2292
Koné,M'gladbach,France,Bundesliga,87,CM,0,Objectives,Controlled,0.0,0,4,3,M,M,82,82,87,90,78,85,"185cm | 6'1""",364,504,2377
Kevin De Bruyne,Manchester City,Belgium,Premier League,87,CM,CAM,Flashback SBC,Controlled,129100.0,2.11%,4,4,H,M,80,84,91,83,70,74,"181cm | 5'11""",1375,482,2310
João Cancelo,FC Barcelona,Portugal,LALIGA EA SPORTS,87,RB,"RWB,LB,LWB",IF,Mostly Explosive,137000.0,6.16%,4,4,H,L,82,74,87,85,82,73,"182cm | 6'0""",387,483,2317
N'Golo Kanté,Al Ittihad,France,ROSHN Saudi League,87,CDM,CM,IF,Controlled Explosive,86500.0,3.89%,2,3,M,H,70,66,75,81,86,79,"168cm | 5'6""",388,457,2174
Luis Díaz,Liverpool,Colombia,Premier League,87,LW,LM,Europa League,Mostly Explosive,605000.0,16.55%,4,4,H,M,93,84,80,90,38,78,"180cm | 5'11""",557,463,2185
Dries Mertens,Galatasaray,Belgium,Trendyol Süper Lig,87,CF,"CAM,ST",Champions League,Explosive,22000.0,3.53%,4,4,H,H,82,86,86,88,47,55,"169cm | 5'7""",421,444,2185
Khvicha Kvaratskhelia,Napoli FC,Georgia,Serie A TIM,87,LW,"LM,RW",IF,Controlled,147000.0,11.98%,5,5,M,M,86,82,82,88,42,72,"183cm | 6'0""",353,452,2133
Jude Bellingham,Real Madrid,England,LALIGA EA SPORTS,87,CAM,CM,IF,Controlled,372000.0,5.82%,4,4,H,H,77,77,80,86,79,83,"186cm | 6'1""",962,482,2282
Jude Bellingham,Real Madrid,England,LALIGA EA SPORTS,86,CM,0,normal,Controlled,105000.0,8.70%,4,4,H,H,76,75,79,85,78,82,"186cm | 6'1""",1307,475,2247
Trent Alexander-Arnold,Liverpool,England,Premier League,86,RB,RWB,normal,Controlled Explosive,8200.0,5.13%,3,4,H,M,76,69,90,79,80,73,"180cm | 5'11""",204,467,2263
Christopher Nkunku,Chelsea,France,Premier League,86,CF,"CAM,ST",normal,Explosive,68000.0,2.86%,5,3,M,M,82,81,83,88,62,67,"175cm | 5'9""",596,463,2222
Andrew Robertson,Liverpool,Scotland,Premier League,86,LB,LWB,normal,Controlled Explosive,21750.0,3.57%,3,2,H,H,80,61,82,81,81,77,"178cm | 5'10""",125,462,2202
Sandro Tonali,Newcastle Utd,Italy,Premier League,86,CDM,CM,normal,Controlled,99500.0,0.51%,3,4,M,H,84,74,81,81,82,84,"181cm | 5'11""",665,486,2321
Cristiano Ronaldo,Al Nassr,Portugal,ROSHN Saudi League,86,ST,CF,normal,Controlled,24750.0,4.81%,5,4,H,L,77,88,75,80,34,74,"187cm | 6'2""",2854,428,2115
Bukayo Saka,Arsenal,England,Premier League,86,RW,RM,normal,Mostly Explosive,37000.0,2.63%,3,3,H,M,85,81,79,87,60,70,"178cm | 5'10""",330,462,2205
Toni Kroos,Real Madrid,Germany,LALIGA EA SPORTS,86,CM,CDM,normal,Controlled Lengthy,8200.0,9.33%,3,5,M,M,51,80,90,81,70,71,"183cm | 6'0""",69,443,2206
Éder Militão,Real Madrid,Brazil,LALIGA EA SPORTS,86,CB,0,normal,Controlled Lengthy,144000.0,5.88%,2,3,M,H,85,50,69,71,86,82,"186cm | 6'1""",316,443,2066
Ronald Araujo,FC Barcelona,Uruguay,LALIGA EA SPORTS,86,CB,RB,normal,Lengthy,85000.0,1.19%,2,3,M,H,79,51,65,62,86,84,"188cm | 6'2""",491,427,1955
João Cancelo,Manchester City,Portugal,Premier League,86,LB,"RB,LWB",normal,Mostly Explosive,0.0,0,4,4,H,L,81,73,85,84,80,72,"182cm | 6'0""",78,475,2277
Pedri,FC Barcelona,Spain,LALIGA EA SPORTS,86,CM,0,normal,Mostly Explosive,11750.0,2.08%,4,4,H,H,78,69,82,88,70,74,"174cm | 5'9""",253,461,2179
Ilkay Gündogan,FC Barcelona,Germany,LALIGA EA SPORTS,86,CM,CDM,normal,Controlled,7900.0,2.08%,4,4,H,M,62,81,84,86,72,73,"180cm | 5'11""",73,458,2239
Parejo,Villarreal CF,Spain,LALIGA EA SPORTS,86,CM,CDM,normal,Controlled Lengthy,8000.0,6.67%,3,4,M,M,49,83,90,80,73,69,"182cm | 6'0""",6,444,2221
N'Golo Kanté,Al Ittihad,France,ROSHN Saudi League,86,CDM,CM,normal,Controlled Explosive,11500.0,6.98%,2,3,M,H,69,65,73,80,85,77,"168cm | 5'6""",291,449,2137
Sadio Mané,Al Nassr,Senegal,ROSHN Saudi League,86,CF,"LM,ST",normal,Mostly Explosive,8300.0,6.98%,4,4,M,M,85,83,79,87,44,74,"174cm | 5'9""",204,452,2173
Sergej Milinkovic-Savic,Al Hilal,Serbia,ROSHN Saudi League,86,CM,0,normal,Lengthy,7900.0,3.95%,4,5,H,M,68,80,82,82,79,86,"192cm | 6'4""",43,477,2288
Riyad Mahrez,Al Ahli,Algeria,ROSHN Saudi League,86,RM,RW,normal,Mostly Explosive,8100.0,6.58%,5,4,M,M,79,81,81,89,38,60,"179cm | 5'10""",97,428,2092
Matthijs de Ligt,FC Bayern München,Holland,Bundesliga,86,CB,0,normal,Lengthy,8100.0,6.58%,2,3,M,H,66,61,64,68,85,86,"189cm | 6'2""",92,430,2014
Jamal Musiala,FC Bayern München,Germany,Bundesliga,86,CAM,"CM,LM",normal,Controlled,63000.0,5.26%,5,4,M,M,85,75,76,91,63,61,"184cm | 6'0""",1135,451,2133
Ousmane Dembélé,Paris SG,France,Ligue 1 Uber Eats,86,RW,"RM,LW",normal,Mostly Explosive,208000.0,5.26%,5,5,H,M,93,77,81,87,36,57,"178cm | 5'10""",-213,431,2054
Rafael Leão,Milan,Portugal,Serie A TIM,86,LW,"LM,CF,ST",normal,Controlled,147000.0,2.00%,4,4,M,L,93,80,75,87,27,76,"188cm | 6'2""",1074,438,2047
Nicolò Barella,Inter,Italy,Serie A TIM,86,CM,0,normal,Controlled Explosive,20000.0,3.90%,3,3,H,H,78,78,82,85,78,80,"175cm | 5'9""",205,481,2327
Khvicha Kvaratskhelia,Napoli FC,Georgia,Serie A TIM,86,LW,"LM,RW",normal,Controlled,28500.0,5.79%,5,5,M,M,84,80,81,87,41,71,"183cm | 6'0""",807,444,2095
Wojciech Szczesny,Juventus,Poland,Serie A TIM,86,GK,0,normal,Controlled Lengthy,7900.0,5.79%,1,3,M,M,86,83,73,87,49,86,"195cm | 6'5""",47,464,965
Paulo Dybala,Roma FC,Argentina,Serie A TIM,86,CF,"CAM,ST",normal,Mostly Explosive,13500.0,8.00%,4,3,H,L,80,85,85,90,40,60,"177cm | 5'10""",173,440,2169
Marco Verratti,Paris SG,Italy,Ligue 1 Uber Eats,86,CM,CDM,normal,Controlled,8000.0,5.26%,4,4,M,H,57,61,87,91,79,66,"165cm | 5'5""",71,441,2205
Juan Sebastián Verón,EA FC ICONS,Argentina,Icons,86,CM,CAM,Icon,Controlled Lengthy,145000.0,2.11%,3,4,M,M,75,81,86,81,73,81,"186cm | 6'1""",54,477,2302
Ashley Cole,EA FC ICONS,England,Icons,86,LB,LWB,Icon,Mostly Explosive,286000.0,5.61%,3,2,H,M,87,65,79,80,84,77,"176cm | 5'9""",31,472,2268
Michael Essien,EA FC ICONS,Ghana,Icons,86,CDM,CM,Icon,Controlled,670000.0,1.47%,3,4,H,H,82,73,77,78,85,86,"177cm | 5'10""",40,481,2261
Henrik Larsson,EA FC ICONS,Sweden,Icons,86,ST,CF,Icon,Mostly Explosive,136000.0,8.11%,3,4,H,H,87,86,73,82,45,71,"178cm | 5'10""",41,444,2191
Hernán Crespo,EA FC ICONS,Argentina,Icons,86,ST,CF,Icon,Controlled,199000.0,3.11%,4,4,M,L,86,86,70,85,36,70,"184cm | 6'0""",31,433,2087
Sol Campbell,EA FC ICONS,England,Icons,86,CB,0,Icon,Lengthy,307000.0,2.33%,2,3,L,M,81,45,60,58,87,88,"188cm | 6'2""",31,419,1907
Roy Keane,EA FC ICONS,Republic of Ireland,Icons,86,CM,0,Icon,Controlled,115000.0,2.54%,2,3,M,H,72,69,82,78,84,87,"180cm | 5'11""",25,472,2259
Gennaro Gattuso,EA FC ICONS,Italy,Icons,86,CDM,CM,Icon,Controlled,135000.0,6.25%,2,3,M,H,73,62,69,70,88,87,"177cm | 5'10""",36,449,2095
Gianluca Zambrotta,EA FC ICONS,Italy,Icons,86,RB,"RWB,LB",Icon,Controlled Lengthy,508000.0,0.99%,4,5,H,M,87,69,80,81,84,82,"181cm | 5'11""",30,483,2290
Luis Hernández,EA FC ICONS,Mexico,Icons,86,ST,CF,Icon,Explosive,250000.0,8.70%,4,3,H,M,89,85,71,86,45,67,"175cm | 5'9""",30,443,2162
Robbie Keane,HERO,Republic of Ireland,Premier League,86,ST,CF,Hero,Mostly Explosive,376000.0,1.62%,4,4,H,M,87,88,76,88,45,76,"175cm | 5'9""",62,460,2193
Ludovic Giuly,HERO,France,Ligue 1 Uber Eats,86,RM,RW,Hero,Explosive,169000.0,5.59%,4,4,H,M,88,83,81,85,49,58,"164cm | 5'5""",90,444,2140
Ole Gunnar Solskjær,HERO,Norway,Premier League,86,ST,CF,Hero,Mostly Explosive,66500.0,4.32%,3,4,H,M,85,88,75,84,45,66,"178cm | 5'10""",34,443,2144
Nwankwo Kanu,HERO,Nigeria,Premier League,86,CF,ST,Hero,Controlled,39000.0,3.70%,3,3,M,M,79,85,81,87,40,75,"196cm | 6'5""",60,447,2135
Freddie Ljungberg,HERO,Sweden,Premier League,86,LM,"RM,LW",Hero,Controlled Explosive,84500.0,1.81%,4,4,M,M,87,81,82,86,45,77,"175cm | 5'9""",44,458,2159
Landon Donovan,HERO,United States,MLS,86,CF,"RM,CAM,ST",Hero,Mostly Explosive,125000.0,1.57%,4,4,M,M,89,86,81,85,46,70,"173cm | 5'8""",44,457,2193
Aleksandr Mostovoi,HERO,Russia,LALIGA EA SPORTS,86,CAM,LM,Hero,Controlled Explosive,64500.0,7.50%,4,5,H,M,78,83,86,88,62,77,"177cm | 5'10""",98,474,2309
Tomáš Rosický,HERO,Czech Republic,Premier League,86,CAM,"RM,CM",Hero,Mostly Explosive,93000.0,5.08%,4,3,H,M,83,81,86,88,57,69,"178cm | 5'10""",94,464,2224
Dirk Kuyt,HERO,Holland,Eredivisie,86,CAM,CM,Hero,Controlled,90000.0,1.64%,3,3,H,H,84,88,80,83,70,82,"183cm | 6'0""",47,487,2320
Joan Capdevila Méndez,HERO,Spain,LALIGA EA SPORTS,86,LB,LWB,Hero,Controlled Lengthy,182000.0,1.62%,3,3,H,M,84,76,81,79,85,80,"182cm | 6'0""",53,485,2332
Sidney Govou,HERO,France,Ligue 1 Uber Eats,86,ST,"RM,CF",Hero,Mostly Explosive,428000.0,0.47%,4,3,H,M,89,89,80,88,55,70,"175cm | 5'9""",53,471,2251
Jerzy Dudek,HERO,Poland,Premier League,86,GK,0,Hero,Controlled Lengthy,66000.0,2.33%,1,3,M,M,86,83,78,90,60,85,"187cm | 6'2""",35,482,1058
Ledley King,HERO,England,Premier League,86,CB,0,Hero,Mostly Lengthy,234000.0,1.68%,2,4,M,H,80,55,69,72,89,80,"188cm | 6'2""",53,445,2070
Sami Al-Jaber,HERO,Saudi Arabia,ROSHN Saudi League,86,ST,CF,Hero,Controlled Explosive,65500.0,6.43%,3,3,H,M,88,86,75,83,44,71,"177cm | 5'10""",55,447,2178
Ramires Santos do Nascimen.,HERO,Brazil,Premier League,86,CDM,RM,Hero,Controlled,1050000.0,1.87%,4,3,H,H,88,78,80,81,84,83,"179cm | 5'10""",208,494,2339
Ji Sung Park,HERO,Korea Republic,Premier League,86,LM,"RM,LW",Hero,Mostly Explosive,180000.0,2.17%,3,4,H,H,85,80,83,85,78,81,"178cm | 5'10""",85,492,2353
Włodzimierz Smolarek,HERO,Poland,Bundesliga,86,ST,"CF,LW",Hero,Controlled Explosive,320000.0,0.93%,3,3,H,M,91,85,80,90,41,83,"171cm | 5'7""",73,470,2255
John Arne Riise,HERO,Norway,Premier League,86,LB,"LWB,LM",Hero,Mostly Lengthy,158000.0,0.64%,3,2,H,M,83,81,81,80,81,86,"188cm | 6'2""",111,492,2352
João Cancelo,FC Barcelona,Portugal,LALIGA EA SPORTS,86,LB,"RB,LWB",Normal,Mostly Explosive,39750.0,3.25%,4,4,H,L,81,73,85,84,80,72,"182cm | 6'0""",331,475,2277
James Maddison,Spurs,England,Premier League,86,CAM,"RM,CM",PL POTM SBC,Explosive,43500.0,4.69%,4,4,H,M,75,84,88,88,57,66,"175cm | 5'9""",2667,458,2224
Kieran Trippier,Newcastle Utd,England,Premier League,86,RB,RWB,IF,Controlled,20000.0,4.69%,3,4,M,M,70,66,87,80,84,73,"173cm | 5'8""",94,460,2289
De Paul,Atlético de Madrid,Argentina,LALIGA EA SPORTS,86,CM,0,Champions League,Controlled,188000.0,1.57%,4,3,H,M,80,80,86,84,77,85,"180cm | 5'11""",349,492,2351
Bruno Guimarães,Newcastle Utd,Brazil,Premier League,86,CM,CDM,Champions League SBC,Controlled,257050.0,4.98%,3,3,H,H,76,80,84,86,82,84,"182cm | 6'0""",-1995,492,2359
Grimaldo,Leverkusen,Spain,Bundesliga,86,LWB,"LB,LM",IF,Explosive,61000.0,12.96%,3,2,H,M,90,71,85,86,80,75,"171cm | 5'7""",450,487,2337
Phil Foden,Manchester City,England,Premier League,85,LW,"LM,RW",normal,Explosive,5800.0,5.45%,4,3,H,H,81,79,82,88,57,60,"171cm | 5'7""",129,447,2135
Emiliano Martínez,Aston Villa,Argentina,Premier League,85,GK,0,normal,Controlled Lengthy,5100.0,2.00%,1,4,M,M,83,83,82,85,58,84,"195cm | 6'5""",46,475,1134
Jack Grealish,Manchester City,England,Premier League,85,LW,LM,normal,Controlled Explosive,4300.0,7.50%,4,3,H,H,76,76,84,88,53,73,"180cm | 5'11""",102,450,2156
Diogo Jota,Liverpool,Portugal,Premier League,85,CF,"ST,LW",normal,Mostly Explosive,9700.0,2.02%,4,5,H,H,82,82,75,85,57,77,"178cm | 5'10""",136,458,2212
Declan Rice,Arsenal,England,Premier League,85,CDM,CM,normal,Mostly Lengthy,5100.0,2.00%,2,3,M,H,71,65,75,77,83,83,"185cm | 6'1""",147,454,2142
Kieran Trippier,Newcastle Utd,England,Premier League,85,RB,RWB,normal,Controlled,4200.0,5.00%,3,4,M,M,68,65,86,79,82,72,"173cm | 5'8""",66,452,2253
Marcus Rashford,Manchester Utd,England,Premier League,85,LW,"LM,ST",normal,Controlled,235000.0,1.67%,5,3,H,L,90,86,78,84,42,74,"186cm | 6'1""",999,454,2175
John Stones,Manchester City,England,Premier League,85,CB,RB,normal,Controlled Lengthy,4400.0,10.00%,3,4,H,M,72,52,75,77,85,77,"188cm | 6'2""",121,438,2035
André Onana,Manchester Utd,Cameroon,Premier League,85,GK,0,normal,Mostly Lengthy,4300.0,2.38%,1,3,M,M,83,80,88,85,61,84,"190cm | 6'3""",-8,481,1129
Jules Koundé,FC Barcelona,France,LALIGA EA SPORTS,85,CB,RB,normal,Controlled,173000.0,1.14%,3,3,H,H,84,45,68,75,86,80,"180cm | 5'11""",335,438,1985
Marcos Acuña,Sevilla FC,Argentina,LALIGA EA SPORTS,85,LB,"LWB,LM",normal,Controlled,4900.0,1.14%,3,3,H,H,75,74,83,83,81,84,"172cm | 5'8""",39,480,2333
Iago Aspas,RC Celta,Spain,LALIGA EA SPORTS,85,ST,CF,normal,Controlled Explosive,4500.0,9.76%,3,4,H,H,81,85,79,86,35,64,"176cm | 5'9""",42,430,2112
David Alaba,Real Madrid,Austria,LALIGA EA SPORTS,85,CB,LB,normal,Controlled,0.0,29.5K,3,4,M,H,79,71,83,80,85,77,"180cm | 5'11""",172,475,2316
Antonio Rüdiger,Real Madrid,Germany,LALIGA EA SPORTS,85,CB,0,normal,Lengthy,71000.0,0.70%,2,3,H,H,82,54,71,66,84,86,"190cm | 6'3""",354,443,2033
Rodrygo,Real Madrid,Brazil,LALIGA EA SPORTS,85,RW,"RM,ST,LW",normal,Explosive,84000.0,2.33%,4,4,M,M,88,81,79,86,31,62,"174cm | 5'9""",445,427,2064
Aymeric Laporte,Al Nassr,Spain,ROSHN Saudi League,85,CB,0,normal,Lengthy,4100.0,5.13%,2,3,M,M,61,50,73,69,86,78,"191cm | 6'3""",4,417,1999
Yassine Bounou,Al Hilal,Morocco,ROSHN Saudi League,85,GK,0,normal,Controlled,4200.0,7.69%,1,2,M,M,82,83,79,87,38,84,"195cm | 6'5""",75,453,933
Kingsley Coman,FC Bayern München,France,Bundesliga,85,LM,"RM,LW",normal,Mostly Explosive,44250.0,1.14%,5,3,M,M,89,76,79,87,30,62,"181cm | 5'11""",214,423,2032
Leon Goretzka,FC Bayern München,Germany,Bundesliga,85,CM,CDM,normal,Mostly Lengthy,53000.0,1.92%,3,4,H,M,78,81,81,83,80,86,"189cm | 6'2""",236,489,2329
Kevin Trapp,Frankfurt,Germany,Bundesliga,85,GK,0,normal,Controlled Lengthy,4400.0,7.32%,1,4,M,M,83,81,77,86,46,85,"189cm | 6'2""",31,458,891
Florian Wirtz,Leverkusen,Germany,Bundesliga,85,CAM,CM,normal,Controlled Explosive,4300.0,10.26%,4,4,H,M,74,76,83,87,52,63,"176cm | 5'9""",92,435,2083
Keylor Navas,Paris SG,Costa Rica,Ligue 1 Uber Eats,85,GK,0,normal,Controlled Lengthy,4200.0,5.00%,1,3,M,M,84,80,75,87,54,84,"185cm | 6'1""",45,464,1057
Hakan Çalhanoğlu,Inter,Turkey,Serie A TIM,85,CM,CDM,normal,Controlled Explosive,4200.0,5.00%,4,4,H,M,67,80,86,85,70,66,"178cm | 5'10""",38,454,2241
Ciro Immobile,Latium,Italy,Serie A TIM,85,ST,CF,normal,Controlled,4500.0,12.50%,3,4,H,M,85,87,68,78,39,74,"185cm | 6'1""",54,431,2085
Theo Hernández,Milan,France,Serie A TIM,85,LB,"LWB,LM",normal,Controlled,105000.0,3.67%,3,3,H,M,93,71,76,81,78,84,"184cm | 6'0""",292,483,2251
Alessandro Bastoni,Inter,Italy,Serie A TIM,85,CB,0,normal,Lengthy,4400.0,7.32%,2,3,M,H,73,35,72,73,86,83,"190cm | 6'3""",58,422,1960
Giovanni Di Lorenzo,Napoli FC,Italy,Serie A TIM,85,RB,RWB,normal,Controlled,29500.0,1.72%,3,3,H,M,85,67,75,79,82,82,"183cm | 6'0""",175,470,2218
Domenico Berardi,Sassuolo,Italy,Serie A TIM,85,RW,RM,normal,Controlled,4300.0,10.26%,4,3,H,M,82,83,81,87,36,72,"183cm | 6'0""",48,441,2136
Thomas Partey,Arsenal,Ghana,Premier League,85,CDM,CM,normal,Mostly Lengthy,4300.0,7.50%,3,3,M,H,68,71,82,80,81,82,"185cm | 6'1""",40,464,2179
Raphaël Varane,Manchester Utd,France,Premier League,85,CB,0,normal,Lengthy,98500.0,7.50%,2,4,M,H,79,49,64,67,86,78,"191cm | 6'3""",560,423,1953
Mats Hummels,Borussia Dortmund,Germany,Bundesliga,85,CB,0,IF,Lengthy,26500.0,0.95%,2,3,M,M,70,60,79,73,88,81,"191cm | 6'3""",390,451,2168
Lars Ricken,HERO,Germany,Bundesliga,85,CAM,"RM,CF",Hero,Mostly Explosive,28750.0,4.96%,3,4,H,M,83,85,80,83,58,65,"178cm | 5'10""",13,454,2202
DaMarcus Beasley,HERO,United States,MLS,85,LM,"LB,LW",Hero,Mostly Explosive,108000.0,7.69%,3,4,M,H,91,77,79,86,73,74,"173cm | 5'8""",54,480,2288
Peter Crouch,HERO,England,Premier League,85,ST,CF,Hero,Mostly Lengthy,45500.0,13.33%,3,3,M,M,74,87,75,78,52,80,"201cm | 6'7""",62,446,2136
Tim Cahill,HERO,Australia,Premier League,85,ST,"CM,CAM,CF",Hero,Controlled,40750.0,9.44%,3,4,H,M,80,85,76,81,62,86,"178cm | 5'10""",37,470,2268
Clint Dempsey,HERO,United States,MLS,85,CAM,LW,Hero,Controlled,30750.0,9.44%,4,4,H,L,82,86,81,85,47,80,"185cm | 6'1""",33,461,2213
Saeed Al Owairan,HERO,Saudi Arabia,ROSHN Saudi League,85,RW,"RM,CAM,ST",Hero,Controlled,605000.0,0.66%,4,4,H,M,94,82,80,86,35,72,"184cm | 6'0""",77,449,2145
Asier Illarramendi,FC Dallas,Spain,MLS,85,CM,CDM,Squad Foundation,Controlled,0.0,0,3,3,M,H,75,73,86,86,85,77,"179cm | 5'10""",40,482,2297
Yukinari Sugawara,AZ,Japan,Eredivisie,85,RB,"RWB,RW",Squad Foundation,Mostly Explosive,0.0,0,3,3,H,H,88,65,82,82,80,82,"178cm | 5'10""",61,479,2278
Cristian Tello Herrera,Al Fateh,Spain,ROSHN Saudi League,85,LW,"LM,CAM",Squad Foundation,Mostly Explosive,0.0,0,4,4,M,M,92,80,85,85,61,72,"178cm | 5'10""",53,475,2266
Chuba Akpom,Ajax,England,Eredivisie,85,ST,"CAM,CF",Squad Foundation SBC,Controlled,75500.0,3.99%,3,3,M,M,90,85,67,82,39,86,"186cm | 6'1""",-1936,449,2116
Saúl,Atlético de Madrid,Spain,LALIGA EA SPORTS,85,CM,"LWB,LM",IF,Controlled,46000.0,0.55%,3,4,H,M,77,82,81,85,83,80,"184cm | 6'0""",333,488,2352
Pierre Kalulu,Milan,France,Serie A TIM,85,CB,RB,Champions League,Controlled,146000.0,0.69%,2,3,M,H,82,59,78,78,85,82,"184cm | 6'0""",421,464,2216
Loïs Openda,RB Leipzig,Belgium,Bundesliga,85,ST,CF,Champions League,Controlled Explosive,194000.0,0.51%,3,4,H,M,94,82,73,83,36,81,"177cm | 5'10""",440,449,2123
