p_name,p_club,p_nation,p_league,p_rating,p_position,Alternate_Positions,Card_Version,Run_Style,Skills_Star,Weak_Foot_Star,Attack_Workrate,Defense_Workrate,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defense / Speed,Physical / Positioning,Height
Matheus Cunha,Wolves,Brazil,Premier League,87,ST,"LM,CAM,CF",Objectives,Controlled,4,4,H,H,89,87,83,90,48,81,"184cm | 6'0"""
Koné,M'gladbach,France,Bundesliga,87,CM,0,Objectives,Controlled,4,3,M,M,82,82,87,90,78,85,"185cm | 6'1"""
Kevin De Bruyne,Manchester City,Belgium,Premier League,87,CM,CAM,Flashback SBC,Controlled,4,4,H,M,80,84,91,83,70,74,"181cm | 5'11"""
João Cancelo,FC Barcelona,Portugal,LALIGA EA SPORTS,87,RB,"RWB,LB,LWB",IF,Mostly Explosive,4,4,H,L,82,74,87,85,82,73,"182cm | 6'0"""
N'Golo Kanté,Al Ittihad,France,ROSHN Saudi League,87,CDM,CM,IF,Controlled Explosive,2,3,M,H,70,66,75,81,86,79,"168cm | 5'6"""
Luis Díaz,Liverpool,Colombia,Premier League,87,LW,LM,Europa League,Mostly Explosive,4,4,H,M,93,84,80,90,38,78,"180cm | 5'11"""
Dries Mertens,Galatasaray,Belgium,Trendyol Süper Lig,87,CF,"CAM,ST",Champions League,Explosive,4,4,H,H,82,86,86,88,47,55,"169cm | 5'7"""
Khvicha Kvaratskhelia,Napoli FC,Georgia,Serie A TIM,87,LW,"LM,RW",IF,Controlled,5,5,M,M,86,82,82,88,42,72,"183cm | 6'0"""
Jude Bellingham,Real Madrid,England,LALIGA EA SPORTS,87,CAM,CM,IF,Controlled,4,4,H,H,77,77,80,86,79,83,"186cm | 6'1"""
Jude Bellingham,Real Madrid,England,LALIGA EA SPORTS,86,CM,0,normal,Controlled,4,4,H,H,76,75,79,85,78,82,"186cm | 6'1"""
Trent Alexander-Arnold,Liverpool,England,Premier League,86,RB,RWB,normal,Controlled Explosive,3,4,H,M,76,69,90,79,80,73,"180cm | 5'11"""
Christopher Nkunku,Chelsea,France,Premier League,86,CF,"CAM,ST",normal,Explosive,5,3,M,M,82,81,83,88,62,67,"175cm | 5'9"""
Andrew Robertson,Liverpool,Scotland,Premier League,86,LB,LWB,normal,Controlled Explosive,3,2,H,H,80,61,82,81,81,77,"178cm | 5'10"""
Sandro Tonali,Newcastle Utd,Italy,Premier League,86,CDM,CM,normal,Controlled,3,4,M,H,84,74,81,81,82,84,"181cm | 5'11"""
Cristiano Ronaldo,Al Nassr,Portugal,ROSHN Saudi League,86,ST,CF,normal,Controlled,5,4,H,L,77,88,75,80,34,74,"187cm | 6'2"""
Bukayo Saka,Arsenal,England,Premier League,86,RW,RM,normal,Mostly Explosive,3,3,H,M,85,81,79,87,60,70,"178cm | 5'10"""
Toni Kroos,Real Madrid,Germany,LALIGA EA SPORTS,86,CM,CDM,normal,Controlled Lengthy,3,5,M,M,51,80,90,81,70,71,"183cm | 6'0"""
Éder Militão,Real Madrid,Brazil,LALIGA EA SPORTS,86,CB,0,normal,Controlled Lengthy,2,3,M,H,85,50,69,71,86,82,"186cm | 6'1"""
Ronald Araujo,FC Barcelona,Uruguay,LALIGA EA SPORTS,86,CB,RB,normal,Lengthy,2,3,M,H,79,51,65,62,86,84,"188cm | 6'2"""
João Cancelo,Manchester City,Portugal,Premier League,86,LB,"RB,LWB",normal,Mostly Explosive,4,4,H,L,81,73,85,84,80,72,"182cm | 6'0"""
Pedri,FC Barcelona,Spain,LALIGA EA SPORTS,86,CM,0,normal,Mostly Explosive,4,4,H,H,78,69,82,88,70,74,"174cm | 5'9"""
Ilkay Gündogan,FC Barcelona,Germany,LALIGA EA SPORTS,86,CM,CDM,normal,Controlled,4,4,H,M,62,81,84,86,72,73,"180cm | 5'11"""
Parejo,Villarreal CF,Spain,LALIGA EA SPORTS,86,CM,CDM,normal,Controlled Lengthy,3,4,M,M,49,83,90,80,73,69,"182cm | 6'0"""
N'Golo Kanté,Al Ittihad,France,ROSHN Saudi League,86,CDM,CM,normal,Controlled Explosive,2,3,M,H,69,65,73,80,85,77,"168cm | 5'6"""
Sadio Mané,Al Nassr,Senegal,ROSHN Saudi League,86,CF,"LM,ST",normal,Mostly Explosive,4,4,M,M,85,83,79,87,44,74,"174cm | 5'9"""
Sergej Milinkovic-Savic,Al Hilal,Serbia,ROSHN Saudi League,86,CM,0,normal,Lengthy,4,5,H,M,68,80,82,82,79,86,"192cm | 6'4"""
Riyad Mahrez,Al Ahli,Algeria,ROSHN Saudi League,86,RM,RW,normal,Mostly Explosive,5,4,M,M,79,81,81,89,38,60,"179cm | 5'10"""
Matthijs de Ligt,FC Bayern München,Holland,Bundesliga,86,CB,0,normal,Lengthy,2,3,M,H,66,61,64,68,85,86,"189cm | 6'2"""
Jamal Musiala,FC Bayern München,Germany,Bundesliga,86,CAM,"CM,LM",normal,Controlled,5,4,M,M,85,75,76,91,63,61,"184cm | 6'0"""
Ousmane Dembélé,Paris SG,France,Ligue 1 Uber Eats,86,RW,"RM,LW",normal,Mostly Explosive,5,5,H,M,93,77,81,87,36,57,"178cm | 5'10"""
Rafael Leão,Milan,Portugal,Serie A TIM,86,LW,"LM,CF,ST",normal,Controlled,4,4,M,L,93,80,75,87,27,76,"188cm | 6'2"""
Nicolò Barella,Inter,Italy,Serie A TIM,86,CM,0,normal,Controlled Explosive,3,3,H,H,78,78,82,85,78,80,"175cm | 5'9"""
Khvicha Kvaratskhelia,Napoli FC,Georgia,Serie A TIM,86,LW,"LM,RW",normal,Controlled,5,5,M,M,84,80,81,87,41,71,"183cm | 6'0"""
Wojciech Szczesny,Juventus,Poland,Serie A TIM,86,GK,0,normal,Controlled Lengthy,1,3,M,M,86,83,73,87,49,86,"195cm | 6'5"""
Paulo Dybala,Roma FC,Argentina,Serie A TIM,86,CF,"CAM,ST",normal,Mostly Explosive,4,3,H,L,80,85,85,90,40,60,"177cm | 5'10"""
Marco Verratti,Paris SG,Italy,Ligue 1 Uber Eats,86,CM,CDM,normal,Controlled,4,4,M,H,57,61,87,91,79,66,"165cm | 5'5"""
Juan Sebastián Verón,EA FC ICONS,Argentina,Icons,86,CM,CAM,Icon,Controlled Lengthy,3,4,M,M,75,81,86,81,73,81,"186cm | 6'1"""
Ashley Cole,EA FC ICONS,England,Icons,86,LB,LWB,Icon,Mostly Explosive,3,2,H,M,87,65,79,80,84,77,"176cm | 5'9"""
Michael Essien,EA FC ICONS,Ghana,Icons,86,CDM,CM,Icon,Controlled,3,4,H,H,82,73,77,78,85,86,"177cm | 5'10"""
Henrik Larsson,EA FC ICONS,Sweden,Icons,86,ST,CF,Icon,Mostly Explosive,3,4,H,H,87,86,73,82,45,71,"178cm | 5'10"""
Hernán Crespo,EA FC ICONS,Argentina,Icons,86,ST,CF,Icon,Controlled,4,4,M,L,86,86,70,85,36,70,"184cm | 6'0"""
Sol Campbell,EA FC ICONS,England,Icons,86,CB,0,Icon,Lengthy,2,3,L,M,81,45,60,58,87,88,"188cm | 6'2"""
Roy Keane,EA FC ICONS,Republic of Ireland,Icons,86,CM,0,Icon,Controlled,2,3,M,H,72,69,82,78,84,87,"180cm | 5'11"""
Gennaro Gattuso,EA FC ICONS,Italy,Icons,86,CDM,CM,Icon,Controlled,2,3,M,H,73,62,69,70,88,87,"177cm | 5'10"""
Gianluca Zambrotta,EA FC ICONS,Italy,Icons,86,RB,"RWB,LB",Icon,Controlled Lengthy,4,5,H,M,87,69,80,81,84,82,"181cm | 5'11"""
Luis Hernández,EA FC ICONS,Mexico,Icons,86,ST,CF,Icon,Explosive,4,3,H,M,89,85,71,86,45,67,"175cm | 5'9"""
Robbie Keane,HERO,Republic of Ireland,Premier League,86,ST,CF,Hero,Mostly Explosive,4,4,H,M,87,88,76,88,45,76,"175cm | 5'9"""
Ludovic Giuly,HERO,France,Ligue 1 Uber Eats,86,RM,RW,Hero,Explosive,4,4,H,M,88,83,81,85,49,58,"164cm | 5'5"""
Ole Gunnar Solskjær,HERO,Norway,Premier League,86,ST,CF,Hero,Mostly Explosive,3,4,H,M,85,88,75,84,45,66,"178cm | 5'10"""
Nwankwo Kanu,HERO,Nigeria,Premier League,86,CF,ST,Hero,Controlled,3,3,M,M,79,85,81,87,40,75,"196cm | 6'5"""
Freddie Ljungberg,HERO,Sweden,Premier League,86,LM,"RM,LW",Hero,Controlled Explosive,4,4,M,M,87,81,82,86,45,77,"175cm | 5'9"""
Landon Donovan,HERO,United States,MLS,86,CF,"RM,CAM,ST",Hero,Mostly Explosive,4,4,M,M,89,86,81,85,46,70,"173cm | 5'8"""
Aleksandr Mostovoi,HERO,Russia,LALIGA EA SPORTS,86,CAM,LM,Hero,Controlled Explosive,4,5,H,M,78,83,86,88,62,77,"177cm | 5'10"""
Tomáš Rosický,HERO,Czech Republic,Premier League,86,CAM,"RM,CM",Hero,Mostly Explosive,4,3,H,M,83,81,86,88,57,69,"178cm | 5'10"""
Dirk Kuyt,HERO,Holland,Eredivisie,86,CAM,CM,Hero,Controlled,3,3,H,H,84,88,80,83,70,82,"183cm | 6'0"""
Joan Capdevila Méndez,HERO,Spain,LALIGA EA SPORTS,86,LB,LWB,Hero,Controlled Lengthy,3,3,H,M,84,76,81,79,85,80,"182cm | 6'0"""
Sidney Govou,HERO,France,Ligue 1 Uber Eats,86,ST,"RM,CF",Hero,Mostly Explosive,4,3,H,M,89,89,80,88,55,70,"175cm | 5'9"""
Jerzy Dudek,HERO,Poland,Premier League,86,GK,0,Hero,Controlled Lengthy,1,3,M,M,86,83,78,90,60,85,"187cm | 6'2"""
Ledley King,HERO,England,Premier League,86,CB,0,Hero,Mostly Lengthy,2,4,M,H,80,55,69,72,89,80,"188cm | 6'2"""
Sami Al-Jaber,HERO,Saudi Arabia,ROSHN Saudi League,86,ST,CF,Hero,Controlled Explosive,3,3,H,M,88,86,75,83,44,71,"177cm | 5'10"""
Ramires Santos do Nascimen.,HERO,Brazil,Premier League,86,CDM,RM,Hero,Controlled,4,3,H,H,88,78,80,81,84,83,"179cm | 5'10"""
Ji Sung Park,HERO,Korea Republic,Premier League,86,LM,"RM,LW",Hero,Mostly Explosive,3,4,H,H,85,80,83,85,78,81,"178cm | 5'10"""
Włodzimierz Smolarek,HERO,Poland,Bundesliga,86,ST,"CF,LW",Hero,Controlled Explosive,3,3,H,M,91,85,80,90,41,83,"171cm | 5'7"""
John Arne Riise,HERO,Norway,Premier League,86,LB,"LWB,LM",Hero,Mostly Lengthy,3,2,H,M,83,81,81,80,81,86,"188cm | 6'2"""
João Cancelo,FC Barcelona,Portugal,LALIGA EA SPORTS,86,LB,"RB,LWB",Normal,Mostly Explosive,4,4,H,L,81,73,85,84,80,72,"182cm | 6'0"""
James Maddison,Spurs,England,Premier League,86,CAM,"RM,CM",PL POTM SBC,Explosive,4,4,H,M,75,84,88,88,57,66,"175cm | 5'9"""
Kieran Trippier,Newcastle Utd,England,Premier League,86,RB,RWB,IF,Controlled,3,4,M,M,70,66,87,80,84,73,"173cm | 5'8"""
De Paul,Atlético de Madrid,Argentina,LALIGA EA SPORTS,86,CM,0,Champions League,Controlled,4,3,H,M,80,80,86,84,77,85,"180cm | 5'11"""
Bruno Guimarães,Newcastle Utd,Brazil,Premier League,86,CM,CDM,Champions League SBC,Controlled,3,3,H,H,76,80,84,86,82,84,"182cm | 6'0"""
Grimaldo,Leverkusen,Spain,Bundesliga,86,LWB,"LB,LM",IF,Explosive,3,2,H,M,90,71,85,86,80,75,"171cm | 5'7"""
Phil Foden,Manchester City,England,Premier League,85,LW,"LM,RW",normal,Explosive,4,3,H,H,81,79,82,88,57,60,"171cm | 5'7"""
Emiliano Martínez,Aston Villa,Argentina,Premier League,85,GK,0,normal,Controlled Lengthy,1,4,M,M,83,83,82,85,58,84,"195cm | 6'5"""
Jack Grealish,Manchester City,England,Premier League,85,LW,LM,normal,Controlled Explosive,4,3,H,H,76,76,84,88,53,73,"180cm | 5'11"""
Diogo Jota,Liverpool,Portugal,Premier League,85,CF,"ST,LW",normal,Mostly Explosive,4,5,H,H,82,82,75,85,57,77,"178cm | 5'10"""
Declan Rice,Arsenal,England,Premier League,85,CDM,CM,normal,Mostly Lengthy,2,3,M,H,71,65,75,77,83,83,"185cm | 6'1"""
Kieran Trippier,Newcastle Utd,England,Premier League,85,RB,RWB,normal,Controlled,3,4,M,M,68,65,86,79,82,72,"173cm | 5'8"""
Marcus Rashford,Manchester Utd,England,Premier League,85,LW,"LM,ST",normal,Controlled,5,3,H,L,90,86,78,84,42,74,"186cm | 6'1"""
John Stones,Manchester City,England,Premier League,85,CB,RB,normal,Controlled Lengthy,3,4,H,M,72,52,75,77,85,77,"188cm | 6'2"""
André Onana,Manchester Utd,Cameroon,Premier League,85,GK,0,normal,Mostly Lengthy,1,3,M,M,83,80,88,85,61,84,"190cm | 6'3"""
Jules Koundé,FC Barcelona,France,LALIGA EA SPORTS,85,CB,RB,normal,Controlled,3,3,H,H,84,45,68,75,86,80,"180cm | 5'11"""
Marcos Acuña,Sevilla FC,Argentina,LALIGA EA SPORTS,85,LB,"LWB,LM",normal,Controlled,3,3,H,H,75,74,83,83,81,84,"172cm | 5'8"""
Iago Aspas,RC Celta,Spain,LALIGA EA SPORTS,85,ST,CF,normal,Controlled Explosive,3,4,H,H,81,85,79,86,35,64,"176cm | 5'9"""
David Alaba,Real Madrid,Austria,LALIGA EA SPORTS,85,CB,LB,normal,Controlled,3,4,M,H,79,71,83,80,85,77,"180cm | 5'11"""
Antonio Rüdiger,Real Madrid,Germany,LALIGA EA SPORTS,85,CB,0,normal,Lengthy,2,3,H,H,82,54,71,66,84,86,"190cm | 6'3"""
Rodrygo,Real Madrid,Brazil,LALIGA EA SPORTS,85,RW,"RM,ST,LW",normal,Explosive,4,4,M,M,88,81,79,86,31,62,"174cm | 5'9"""
Aymeric Laporte,Al Nassr,Spain,ROSHN Saudi League,85,CB,0,normal,Lengthy,2,3,M,M,61,50,73,69,86,78,"191cm | 6'3"""
Yassine Bounou,Al Hilal,Morocco,ROSHN Saudi League,85,GK,0,normal,Controlled,1,2,M,M,82,83,79,87,38,84,"195cm | 6'5"""
Kingsley Coman,FC Bayern München,France,Bundesliga,85,LM,"RM,LW",normal,Mostly Explosive,5,3,M,M,89,76,79,87,30,62,"181cm | 5'11"""
Leon Goretzka,FC Bayern München,Germany,Bundesliga,85,CM,CDM,normal,Mostly Lengthy,3,4,H,M,78,81,81,83,80,86,"189cm | 6'2"""
Kevin Trapp,Frankfurt,Germany,Bundesliga,85,GK,0,normal,Controlled Lengthy,1,4,M,M,83,81,77,86,46,85,"189cm | 6'2"""
Florian Wirtz,Leverkusen,Germany,Bundesliga,85,CAM,CM,normal,Controlled Explosive,4,4,H,M,74,76,83,87,52,63,"176cm | 5'9"""
Keylor Navas,Paris SG,Costa Rica,Ligue 1 Uber Eats,85,GK,0,normal,Controlled Lengthy,1,3,M,M,84,80,75,87,54,84,"185cm | 6'1"""
Hakan Çalhanoğlu,Inter,Turkey,Serie A TIM,85,CM,CDM,normal,Controlled Explosive,4,4,H,M,67,80,86,85,70,66,"178cm | 5'10"""
Ciro Immobile,Latium,Italy,Serie A TIM,85,ST,CF,normal,Controlled,3,4,H,M,85,87,68,78,39,74,"185cm | 6'1"""
Theo Hernández,Milan,France,Serie A TIM,85,LB,"LWB,LM",normal,Controlled,3,3,H,M,93,71,76,81,78,84,"184cm | 6'0"""
Alessandro Bastoni,Inter,Italy,Serie A TIM,85,CB,0,normal,Lengthy,2,3,M,H,73,35,72,73,86,83,"190cm | 6'3"""
Giovanni Di Lorenzo,Napoli FC,Italy,Serie A TIM,85,RB,RWB,normal,Controlled,3,3,H,M,85,67,75,79,82,82,"183cm | 6'0"""
Domenico Berardi,Sassuolo,Italy,Serie A TIM,85,RW,RM,normal,Controlled,4,3,H,M,82,83,81,87,36,72,"183cm | 6'0"""
Thomas Partey,Arsenal,Ghana,Premier League,85,CDM,CM,normal,Mostly Lengthy,3,3,M,H,68,71,82,80,81,82,"185cm | 6'1"""
Raphaël Varane,Manchester Utd,France,Premier League,85,CB,0,normal,Lengthy,2,4,M,H,79,49,64,67,86,78,"191cm | 6'3"""
Mats Hummels,Borussia Dortmund,Germany,Bundesliga,85,CB,0,IF,Lengthy,2,3,M,M,70,60,79,73,88,81,"191cm | 6'3"""
Lars Ricken,HERO,Germany,Bundesliga,85,CAM,"RM,CF",Hero,Mostly Explosive,3,4,H,M,83,85,80,83,58,65,"178cm | 5'10"""
DaMarcus Beasley,HERO,United States,MLS,85,LM,"LB,LW",Hero,Mostly Explosive,3,4,M,H,91,77,79,86,73,74,"173cm | 5'8"""
Peter Crouch,HERO,England,Premier League,85,ST,CF,Hero,Mostly Lengthy,3,3,M,M,74,87,75,78,52,80,"201cm | 6'7"""
Tim Cahill,HERO,Australia,Premier League,85,ST,"CM,CAM,CF",Hero,Controlled,3,4,H,M,80,85,76,81,62,86,"178cm | 5'10"""
Clint Dempsey,HERO,United States,MLS,85,CAM,LW,Hero,Controlled,4,4,H,L,82,86,81,85,47,80,"185cm | 6'1"""
Saeed Al Owairan,HERO,Saudi Arabia,ROSHN Saudi League,85,RW,"RM,CAM,ST",Hero,Controlled,4,4,H,M,94,82,80,86,35,72,"184cm | 6'0"""
Asier Illarramendi,FC Dallas,Spain,MLS,85,CM,CDM,Squad Foundation,Controlled,3,3,M,H,75,73,86,86,85,77,"179cm | 5'10"""
Yukinari Sugawara,AZ,Japan,Eredivisie,85,RB,"RWB,RW",Squad Foundation,Mostly Explosive,3,3,H,H,88,65,82,82,80,82,"178cm | 5'10"""
Cristian Tello Herrera,Al Fateh,Spain,ROSHN Saudi League,85,LW,"LM,CAM",Squad Foundation,Mostly Explosive,4,4,M,M,92,80,85,85,61,72,"178cm | 5'10"""
Chuba Akpom,Ajax,England,Eredivisie,85,ST,"CAM,CF",Squad Foundation SBC,Controlled,3,3,M,M,90,85,67,82,39,86,"186cm | 6'1"""
Saúl,Atlético de Madrid,Spain,LALIGA EA SPORTS,85,CM,"LWB,LM",IF,Controlled,3,4,H,M,77,82,81,85,83,80,"184cm | 6'0"""
Pierre Kalulu,Milan,France,Serie A TIM,85,CB,RB,Champions League,Controlled,2,3,M,H,82,59,78,78,85,82,"184cm | 6'0"""
Loïs Openda,RB Leipzig,Belgium,Bundesliga,85,ST,CF,Champions League,Controlled Explosive,3,4,H,M,94,82,73,83,36,81,"177cm | 5'10"""
Konrad Laimer,FC Bayern München,Austria,Bundesliga,85,CDM,CM,Champions League,Controlled Explosive,3,3,M,H,81,72,80,80,83,81,"180cm | 5'11"""
Leroy Fer,Alanyaspor,Holland,Trendyol Süper Lig,85,CDM,"CB,CM",Squad Foundation SBC,Lengthy,3,4,M,H,73,75,81,80,80,90,"188cm | 6'2"""
André Silva,Real Sociedad,Portugal,LALIGA EA SPORTS,85,ST,CF,Champions League SBC,Controlled,4,3,M,M,81,86,77,87,50,83,"185cm | 6'1"""
Francis Coquelin,Villarreal CF,France,LALIGA EA SPORTS,85,CM,"RM,LM",Europa League SBC,Controlled,3,4,M,H,77,72,82,83,83,84,"176cm | 5'9"""
Ollie Watkins,Aston Villa,England,Premier League,85,ST,CF,IF,Controlled,3,4,H,H,90,85,74,82,52,80,"180cm | 5'11"""
Federico Chiesa,Juventus,Italy,Serie A TIM,84,LM,"RW,LW",normal,Mostly Explosive,4,4,H,M,91,82,76,86,53,75,"175cm | 5'9"""
Reece James,Chelsea,England,Premier League,84,RB,RWB,normal,Controlled,3,3,H,M,80,72,83,82,82,81,"178cm | 5'10"""
Thiago Silva,Chelsea,Brazil,Premier League,84,CB,0,normal,Controlled Lengthy,2,3,M,H,51,54,74,72,87,74,"183cm | 6'0"""
Moussa Diaby,Aston Villa,France,Premier League,84,RM,"LM,RW",normal,Explosive,4,3,H,L,95,73,75,86,42,59,"171cm | 5'7"""
Kyle Walker,Manchester City,England,Premier League,84,RB,RWB,normal,Mostly Lengthy,3,2,H,H,90,63,77,78,79,81,"183cm | 6'0"""
Pierre-Emile Højbjerg,Spurs,Denmark,Premier League,84,CDM,CM,normal,Mostly Lengthy,3,4,H,H,55,73,78,78,81,82,"187cm | 6'2"""
James Maddison,Spurs,England,Premier League,84,CAM,"RM,CM",normal,Controlled Explosive,4,4,H,M,71,81,86,86,54,63,"175cm | 5'9"""
Aaron Ramsdale,Arsenal,England,Premier League,84,GK,0,normal,Controlled,1,3,M,M,84,79,87,86,48,81,"191cm | 6'3"""
Nick Pope,Newcastle Utd,England,Premier League,84,GK,0,normal,Controlled Lengthy,1,3,M,M,82,83,75,86,49,84,"199cm | 6'6"""
Merino,Real Sociedad,Spain,LALIGA EA SPORTS,84,CM,"LM,CAM",normal,Controlled Lengthy,3,3,H,H,72,78,82,82,83,82,"189cm | 6'2"""
Aurélien Tchouaméni,Real Madrid,France,LALIGA EA SPORTS,84,CDM,CM,normal,Controlled Lengthy,3,3,M,H,73,69,79,78,81,81,"187cm | 6'2"""
Fabinho,Al Ittihad,Brazil,ROSHN Saudi League,84,CDM,0,normal,Controlled Lengthy,3,2,M,H,59,69,78,77,82,82,"188cm | 6'2"""
Rúben Neves,Al Hilal,Portugal,ROSHN Saudi League,84,CDM,CM,normal,Controlled,3,4,M,H,60,75,86,77,76,73,"183cm | 6'0"""
Kalidou Koulibaly,Al Hilal,Senegal,ROSHN Saudi League,84,CB,0,normal,Mostly Lengthy,2,4,M,H,76,48,63,68,84,83,"186cm | 6'1"""
Julian Brandt,Borussia Dortmund,Germany,Bundesliga,84,CAM,"RM,CM",normal,Controlled,4,4,M,M,71,80,84,86,51,70,"185cm | 6'1"""
Koen Casteels,VfL Wolfsburg,Belgium,Bundesliga,84,GK,0,normal,Controlled Lengthy,1,2,M,M,84,82,77,86,45,85,"197cm | 6'6"""
Matthias Ginter,SC Freiburg,Germany,Bundesliga,84,CB,0,normal,Controlled Lengthy,2,3,H,M,60,59,71,66,85,80,"189cm | 6'2"""
Serge Gnabry,FC Bayern München,Germany,Bundesliga,84,RM,"LM,RW,ST",normal,Mostly Explosive,4,4,M,M,81,84,78,84,43,68,"176cm | 5'9"""
Grimaldo,Leverkusen,Spain,Bundesliga,84,LWB,"LB,LM",normal,Explosive,3,2,H,M,87,69,83,84,76,72,"171cm | 5'7"""
Péter Gulácsi,RB Leipzig,Hungary,Bundesliga,84,GK,0,normal,Controlled Lengthy,1,2,M,M,85,84,76,84,43,83,"191cm | 6'3"""
Min Jae Kim,FC Bayern München,Korea Republic,Bundesliga,84,CB,0,normal,Lengthy,2,3,L,H,80,33,58,64,85,84,"190cm | 6'3"""
Thomas Müller,FC Bayern München,Germany,Bundesliga,84,CAM,"CF,ST",normal,Controlled,3,4,H,H,59,82,83,79,55,69,"185cm | 6'1"""
Leroy Sané,FC Bayern München,Germany,Bundesliga,84,RM,"LM,RW",normal,Controlled,4,2,M,M,91,81,80,85,38,68,"183cm | 6'0"""
Niklas Süle,Borussia Dortmund,Germany,Bundesliga,84,CB,RB,normal,Lengthy,3,3,M,M,73,51,68,62,85,85,"195cm | 6'5"""
De Paul,Atlético de Madrid,Argentina,LALIGA EA SPORTS,84,CM,0,normal,Controlled,4,3,H,M,78,77,83,82,75,83,"180cm | 5'11"""
Memphis Depay,Atlético de Madrid,Holland,LALIGA EA SPORTS,84,CF,"ST,LW",normal,Controlled,5,3,H,L,82,82,81,85,30,80,"176cm | 5'9"""
Jorge Resurrección Koke,Atlético de Madrid,Spain,LALIGA EA SPORTS,84,CDM,CM,normal,Controlled,3,4,M,M,69,72,85,79,79,78,"176cm | 5'9"""
Marcos Llorente,Atlético de Madrid,Spain,LALIGA EA SPORTS,84,RM,"RB,CM,RW",normal,Controlled,3,4,H,M,89,78,79,80,78,81,"184cm | 6'0"""
Achraf Hakimi,Paris SG,Morocco,Ligue 1 Uber Eats,84,RB,RWB,normal,Controlled Explosive,4,4,H,L,92,75,80,80,75,78,"181cm | 5'11"""
Milan Škriniar,Paris SG,Slovakia,Ligue 1 Uber Eats,84,CB,0,normal,Mostly Lengthy,2,3,L,H,78,41,57,67,86,83,"187cm | 6'2"""
Lucas Hernández,Paris SG,France,Ligue 1 Uber Eats,84,CB,LB,normal,Controlled Lengthy,2,2,M,M,76,54,70,70,84,78,"184cm | 6'0"""
Yann Sommer,Inter,Switzerland,Serie A TIM,84,GK,0,normal,Controlled Lengthy,1,4,M,M,78,79,83,90,50,84,"183cm | 6'0"""
Ismaël Bennacer,Milan,Algeria,Serie A TIM,84,CDM,"CM,CAM",normal,Mostly Explosive,4,3,H,M,80,72,81,86,79,78,"175cm | 5'9"""
Fikayo Tomori,Milan,England,Serie A TIM,84,CB,0,normal,Controlled Lengthy,2,4,M,H,86,40,59,66,86,82,"185cm | 6'1"""
Bremer,Juventus,Brazil,Serie A TIM,84,CB,0,normal,Lengthy,2,2,M,H,80,50,56,65,85,83,"188cm | 6'2"""
Stanislav Lobotka,Napoli FC,Slovakia,Serie A TIM,84,CM,CDM,normal,Controlled Explosive,3,4,M,M,71,70,81,83,77,75,"170cm | 5'7"""
Luis Alberto,Latium,Spain,Serie A TIM,84,CM,0,normal,Controlled,4,3,M,M,69,77,85,84,62,58,"183cm | 6'0"""
Romelu Lukaku,Chelsea,Belgium,Premier League,84,ST,CF,normal,Lengthy,3,4,M,L,80,84,74,77,38,82,"191cm | 6'3"""
Adrien Rabiot,Juventus,France,Serie A TIM,84,CM,LM,normal,Mostly Lengthy,3,3,M,M,78,76,80,80,82,84,"191cm | 6'3"""
Chris Smalling,Roma FC,England,Serie A TIM,84,CB,0,normal,Controlled Lengthy,2,3,M,H,62,47,58,62,87,82,"194cm | 6'4"""
Lisandro Martínez,Manchester Utd,Argentina,Premier League,84,CB,0,normal,Controlled,3,3,M,H,73,59,78,79,85,83,"178cm | 5'10"""
Álex Remiro,Real Sociedad,Spain,LALIGA EA SPORTS,84,GK,0,normal,Controlled Lengthy,1,4,M,M,84,78,80,86,42,86,"192cm | 6'4"""
Thiago,Liverpool,Spain,Premier League,84,CM,0,normal,Controlled,5,3,M,M,61,72,86,89,71,67,"174cm | 5'9"""
Yannick Carrasco,Atlético de Madrid,Belgium,LALIGA EA SPORTS,84,LM,"LWB,LW",normal,Mostly Explosive,4,4,H,H,88,81,80,85,59,66,"181cm | 5'11"""
Raphinha,FC Barcelona,Brazil,LALIGA EA SPORTS,84,RW,RM,normal,Mostly Explosive,4,4,H,H,91,79,78,86,53,73,"176cm | 5'9"""
Luis Díaz,Liverpool,Colombia,Premier League,84,LW,LM,normal,Mostly Explosive,4,4,H,M,91,81,75,87,34,74,"180cm | 5'11"""
Gabriel,Arsenal,Brazil,Premier League,84,CB,0,normal,Lengthy,2,2,M,H,70,41,62,60,85,82,"190cm | 6'3"""
Gabriel Jesus,Arsenal,Brazil,Premier League,84,ST,"CF,RW",normal,Explosive,4,3,H,H,83,82,75,88,40,77,"175cm | 5'9"""
Bruno Guimarães,Newcastle Utd,Brazil,Premier League,84,CM,CDM,normal,Controlled,3,2,H,H,71,74,81,84,80,81,"182cm | 6'0"""
Kolo Muani,Frankfurt,France,Bundesliga,84,ST,"RM,CF",normal,Controlled,4,4,H,M,91,78,73,86,38,67,"187cm | 6'2"""
Gabriel Martinelli,Arsenal,Brazil,Premier League,84,LW,LM,normal,Mostly Explosive,4,3,H,H,89,78,76,86,46,72,"178cm | 5'10"""
Tariq Lamptey,Brighton,Ghana,Premier League,84,LB,"RWB,RB,LWB",IF,Explosive,2,3,H,M,91,56,77,83,81,62,"163cm | 5'4"""
Henrikh Mkhitaryan,Inter,Armenia,Serie A TIM,84,CM,CAM,IF,Mostly Explosive,4,5,M,M,81,82,83,86,61,76,"177cm | 5'10"""
